Circuit,Runs,Random walks,Steady state,"alpha (min, max, samples)","n (min, max, samples)","S_alpha_xss sampled value (min, max)","S_n_xss sampled value (min, max)",S_alpha_xss sampled energy difference,S_n_xss sampled energy difference,Sampled cumulatve energy difference,Probability hot,Hot run temperature,Probability cold,Cold run temperature,Hot run time,Hot run stopping temperature,Number of temperatures,Step scaling factor,Cold run time,Cold run stopping temperature,Prune time,Archive length after cold run
arneg,1,100,1,"[0.0, 10.0, 10]","[0.0, 10.0, 10]","[0.10223246046127968, 1.0]","[0.0, 0.42878976152550896]",0.8977675395387203,0.42878976152550896,0.9949106566111907,0.9,9.44291749522476,0.01,0.21604210407649055,[11.7868173122406],[0.2233209060904794],[74],[0.01],[10.264411449432373],[6.590795185118557e-06],[0.010993480682373047],[106]
